"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
40840,"2014-11-18 14:12:30","Male","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Internship ","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1800,0.3463,0.31527,"Bank of England Graduate & Internship Applicants 2014",40,5,4,12,8,5,3,6,5,12,10,39,-0.37297,30,,,,48,0.06842,
53302,"2016-01-11 21:06:27","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1768,-0.1369,-0.29949,"Graduates",40,5,2,12,10,5,3,6,6,12,4,36,0.05792,25,,,,47,-0.12437,
46686,"2015-02-04 16:22:47","Male","No","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Master Degree","Student","Student","As an applicant for a job outside of my current organisation","Prefer not to say",1795,0.46465,-0.02847,"Executive Search candidates (UK)",40,5,3,12,10,5,4,6,6,12,8,46,0.47848,31,,,,51,0.42379,
56378,"2016-03-02 14:45:01","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","Master Degree","Health Care Assistant ","Medical Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1770,-0.61247,-0.51147,"UK General Population",40,5,2,12,2,5,2,6,2,12,4,1,-1.90964,12,,,,25,-1.53333,
1198,"2012-03-26 21:18:55","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Trainee Solicitor","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1517,0.45662,0.87468,"Hogan Lovells Graduates",40,5,2,12,10,5,5,6,4,12,8,59,0.43741,29,,,,52,0.889,
21637,"2013-11-14 22:48:57","Male","Yes","White - British","","20-24 years","No religion","","","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","5 to 7 years",1591,0.18646,-0.59362,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,11,5,3,6,5,12,7,54,0.76271,29,,,,51,0.27958,
37923,"2014-08-11 14:40:46","Female","Yes","White - British","","20-24 years","No religion","","Disability, special need or medical condition not listed above","United Kingdom","","Other","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1800,1.40013,0.74806,"UK Public Sector Graduates",40,5,5,12,10,5,4,6,5,12,8,93,0.36723,32,,,,62,1.32535,
52004,"2015-08-20 18:29:17","Male","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","Master Degree","director","Human Resource Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1532,0.91146,0.48648,"Managers",40,5,3,12,10,5,5,6,5,12,8,85,0.68456,31,,,,60,1.00184,
27399,"2013-11-30 14:37:18","Male","No","Asian or Asian British - Any other Asian Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Philippines","","BSc","Assistant Manager","Accountant","None of the above","8 to 10 years",1800,0.23122,0.08303,"UK General Population",35,5,4,12,8,5,5,6,3,7,6,54,-0.32256,26,,,,51,-0.06916,
24399,"2013-10-24 16:35:55","Male","Yes","White - British","","35-39 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Sales & Marketing Director","Marketing Professional","As an applicant for a job in my current organisation","11 to 15 years",1532,-0.25654,-0.19645,"UK General Population",40,5,3,12,8,5,3,6,3,12,7,54,0.02953,24,,,,51,-0.10082,
43591,"2014-11-15 10:39:55","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Teaching Fellow","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1705,-0.77623,-0.34706,"UK General Population",40,5,1,12,8,5,1,6,4,12,6,21,-0.48444,20,,,,42,-0.72197,
16349,"2013-02-19 08:28:28","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","Other","director of HR & OD","Human Resource Professional","As an applicant for a job outside of my current organisation","26 years or more",1800,-2.45356,-1.85614,"Senior Management",0,0,0,0,0,0,0,0,0,0,0,0,-2.01949,0,,,,20,-2.92806,
833,"2012-01-12 11:44:00","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1074,0.68401,0.3024,"Hogan Lovells Graduates",40,5,4,12,10,5,5,6,5,12,8,18,0.27013,32,,,,40,0.49893,
45435,"2015-07-17 10:37:23","Female","Yes","White - British","","40-44 years","No religion","","No","United Kingdom","","BA","Course leader","Teacher","As an applicant for a job in my current organisation","11 to 15 years",1619,0.0032,0.04273,"UK General Population",40,5,4,12,2,5,2,6,4,12,8,5,-1.87325,20,,,,34,-1.21492,
8404,"2012-07-04 08:11:04","Female","No","Asian or Asian British - Any other Asian Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","","Indonesia","","BSc","STAFF AT CENTER OF INTERNATIONAL COOPERATION, MINISTRY OF HEALTH","Administrative/Clerical","None of the above","1 to 2 years",1718,-0.79298,-0.16361,"Managers",40,5,3,12,8,5,1,6,3,12,6,33,-0.07871,21,,,,46,-0.33215,
26439,"2014-10-27 16:22:19","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","Master Degree","General Management Graduate Programme","Customer Service","As an applicant for a job outside of my current organisation","5 to 7 years",1075,-0.99656,-1.28014,"Graduates",40,5,1,12,6,5,3,6,3,12,3,1,-0.96922,16,,,,20,-1.58204,
26617,"2014-12-15 20:55:07","","","","","","","","","","","A-Level Scottish Highers or equivalent","Actuarial Intern","Student","As an applicant for a job outside of my current organisation","Less than 1 year",771,0.0764,-0.16342,"Graduates",40,5,3,12,5,5,4,6,4,12,6,7,-1.44905,22,,,,34,-1.04691,
42636,"2014-10-30 11:20:42","Male","Yes","White - British","","55-59 years","No religion","","No","United Kingdom","","Other","Director","Self Employed/Business Owner","As an applicant for a job outside of my current organisation","16 to 20 years",1332,-0.15781,-0.33926,"UK General Population",40,5,4,12,5,5,2,6,5,12,7,18,-0.94697,23,,,,41,-0.75308,
3335,"2014-11-22 20:51:20","Female","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Dyslexia","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1777,0.92515,0.62149,"Hogan Lovells Graduates",40,5,4,12,8,5,5,6,4,12,9,59,0.45174,30,,,,52,0.93719,
36503,"2014-10-04 10:33:05","Female","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Higher Education Certificate or Diploma","university student","Student","For professional development","Prefer not to say",1673,-0.36218,0.64074,"UK General Population",40,5,1,12,9,5,3,6,4,12,9,62,0.04231,26,,,,53,0.1457,
43541,"2014-11-09 21:34:25","Male","Yes","White - British","","25-29 years","No religion","","No","Zimbabwe","","Master Degree","Lecturer","Teacher","As an applicant for a job outside of my current organisation","3 to 4 years",1649,0.47478,0.03902,"UK General Population",40,5,4,12,8,5,4,6,4,12,6,66,-0.13842,26,,,,54,0.26735,
34289,"2014-05-02 09:01:11","Male","Yes","White - British","","30-34 years","Prefer not to say","","No","United Kingdom","","Master Degree","Manager","Legal Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1777,1.65322,1.22795,"Senior Management",40,5,5,12,11,5,5,6,5,12,10,98,1.25285,36,,,,64,1.76281,
11479,"2012-10-24 18:01:47","Male","No","Asian or Asian British - Chinese","","Prefer not to say","No religion","","No","China","","BSc","Bank of England Graduate position application","Student","As an applicant for a job outside of my current organisation","11 to 15 years",928,-1.07039,0.18156,"Graduates",40,5,2,12,9,5,3,6,2,12,8,36,0.2626,24,,,,47,-0.18413,
2527,"2013-12-14 13:43:42","Male","Yes","Asian or Asian British - Chinese","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1712,0.89058,0.31755,"Hogan Lovells Graduates",40,5,4,12,11,5,4,6,6,12,8,59,1.05845,33,,,,52,1.14415,
23201,"2014-04-26 14:22:55","Male","Prefer not to say","Asian or Asian British - Chinese","","20-24 years","No religion","","No","China","","Master Degree","IT Graduate Programme 2014 Spring campaign","Student","As an applicant for a job outside of my current organisation","11 to 15 years",2250,-0.07297,1.41142,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,9,5,3,6,5,12,11,63,0.42953,31,,,,54,0.44204,
52676,"2015-10-02 12:27:33","Female","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","Master Degree","Solicitor","Legal Professional","As an applicant for a job outside of my current organisation","5 to 7 years",1800,0.41406,-0.4586,"Managers",40,5,3,12,8,5,4,6,4,12,7,53,0.13619,26,,,,51,0.13042,
22136,"2013-11-12 17:18:43","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Assistant","Other","As an applicant for a job outside of my current organisation","1 to 2 years",1393,0.77783,0.22387,"Bank of England Graduate & Internship Applicants 2013",40,5,2,12,7,5,5,6,4,12,9,47,-0.20672,27,,,,50,0.16559,
12923,"2016-02-14 12:39:12","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","LLB","Legal Assistant","Legal Professional","As an applicant for a job outside of my current organisation","Less than 1 year",849,0.76111,-0.04522,"UK General Population",40,5,2,12,10,5,5,6,5,12,7,86,0.83671,29,,,,61,0.82849,
27317,"2014-04-29 10:16:49","Male","No","White - Any other White Background","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Cyprus","","Master Degree","Assistant Manager","Accountant","As an applicant for a job in my current organisation","5 to 7 years",1800,-0.21523,0.46122,"UK General Population",40,5,3,12,9,5,2,6,4,12,9,66,0.17663,27,,,,54,0.1859,
32953,"2014-03-25 22:39:43","Male","Yes","White - British","","60-64 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Doctoral Degree","Deputy Director","Other","As an applicant for a job outside of my current organisation","3 to 4 years",1800,1.18129,-0.10693,"Senior Management",32,5,4,10,6,5,5,6,4,6,6,21,-0.68633,25,,,,42,-0.30388,
32284,"2014-03-21 21:50:55","Prefer not to say","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","Prefer not to say","","Master Degree","Dentist","Medical Professional","As an applicant for a job outside of my current organisation","11 to 15 years",1263,0.49364,-0.58481,"UK General Population",40,5,2,12,9,5,5,6,5,12,4,58,0.18321,25,,,,52,0.03825,
35161,"2014-05-30 08:52:44","Male","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BA","Snr Finance Business Partner","Accountant","As an applicant for a job in my current organisation","1 to 2 years",1798,-1.05088,-0.47185,"Senior Management",40,5,2,12,8,5,3,6,1,12,6,10,-0.36231,20,,,,36,-0.69846,
17988,"2013-04-12 17:32:23","Female","No","White - Any other White Background","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Hungary","","BSc","Audit executive","Accountant","As an applicant for a job in my current organisation","3 to 4 years",1800,-0.24871,-1.91402,"Executive Search candidates (UK)",28,5,3,12,9,5,2,6,4,0,0,4,-0.35164,18,,,,32,-0.83206,
1435,"2012-10-12 14:29:13","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1481,0.22543,0.60703,"Hogan Lovells Graduates",40,5,5,12,8,5,2,6,4,12,8,18,0.26202,27,,,,40,0.43358,
8438,"2012-07-04 16:11:01","Female","Yes","White - British","","25-29 years","No religion","","No","United Kingdom","","BA","Quality Assurance","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1793,0.28161,0.73307,"UK General Population",40,5,3,12,10,5,4,6,4,12,9,82,0.65416,30,,,,59,0.692,
31070,"2014-04-11 14:25:50","Male","Yes","White - British","","55-59 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Director","Consultant","As an applicant for a job outside of my current organisation","1 to 2 years",1757,1.24294,-0.22269,"UK General Population",40,5,4,12,8,5,5,6,6,12,5,66,-0.06608,28,,,,54,0.25103,
21551,"2013-11-13 18:01:23","Male","No","White - Any other White Background","","20-24 years","Prefer not to say","","No","Sweden","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1059,0.15041,0.22694,"Bank of England Graduate & Internship Applicants 2013",39,4,2,12,11,5,5,6,3,12,8,65,0.56083,29,,,,54,0.48522,
11251,"2012-11-16 00:11:45","Male","Yes","Asian or Asian British - Pakistani","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","First Degree Graduate Analyst","Student","As an applicant for a job outside of my current organisation","11 to 15 years",1792,0.74465,0.62015,"Graduates",40,5,3,12,10,5,4,6,5,12,8,62,-0.14107,30,,,,54,0.48455,
